KEQ78305.1	tr|A0ABR0TT58|A0ABR0TT58_AURPU	58.1	62	1.50e-17	73.9
KEQ78315.1	tr|A0ABR0TPA1|A0ABR0TPA1_AURPU	78.0	255	6.28e-141	399
KEQ78319.1	tr|A0ABR0TNP4|A0ABR0TNP4_AURPU	92.3	491	0.0	880
KEQ78328.1	tr|A0ABR0T4B1|A0ABR0T4B1_AURPU	61.4	1107	0.0	1233
KEQ78355.1	tr|A0ABR0TK68|A0ABR0TK68_AURPU	47.8	717	2.81e-220	632
KEQ78377.1	tr|A0ABR0TSR0|A0ABR0TSR0_AURPU	90.2	459	2.34e-317	857
KEQ78385.1	tr|A0ABR0TWH1|A0ABR0TWH1_AURPU	84.6	246	3.98e-115	328
KEQ78386.1	tr|A0ABR0TX04|A0ABR0TX04_AURPU	84.5	374	5.26e-220	610
KEQ78392.1	tr|A0ABR0TWK7|A0ABR0TWK7_AURPU	88.3	546	0.0	968
KEQ78396.1	tr|A0ABR0T9G5|A0ABR0T9G5_AURPU	61.2	291	7.73e-117	336
KEQ78397.1	tr|A0ABR0T7Y5|A0ABR0T7Y5_AURPU	53.7	397	1.38e-161	461
KEQ78399.1	tr|A0ABR0TBM8|A0ABR0TBM8_AURPU	61.1	126	3.99e-38	125
KEQ78400.1	tr|A0ABR0TVD3|A0ABR0TVD3_AURPU	44.7	1268	0.0	993
KEQ78403.1	tr|A0ABR0TEM7|A0ABR0TEM7_AURPU	34.9	990	2.45e-180	579
KEQ78411.1	tr|A0ABR0TUR2|A0ABR0TUR2_AURPU	73.8	465	2.51e-242	671
KEQ78415.1	tr|A0ABR0TUY5|A0ABR0TUY5_AURPU	83.7	49	3.20e-19	77.0
KEQ78416.1	tr|A0ABR0TVH8|A0ABR0TVH8_AURPU	55.5	337	3.63e-112	327
KEQ78419.1	tr|A0ABR0TVM3|A0ABR0TVM3_AURPU	81.0	295	8.76e-175	483
KEQ78456.1	tr|A0ABR0TNF4|A0ABR0TNF4_AURPU	61.3	80	1.26e-28	100
KEQ78464.1	tr|A0ABR0TAL6|A0ABR0TAL6_AURPU	48.7	187	2.24e-13	71.6
KEQ78484.1	tr|A0ABR0TIZ3|A0ABR0TIZ3_AURPU	67.5	191	7.65e-75	241
KEQ78485.1	tr|A0ABR0THX3|A0ABR0THX3_AURPU	37.4	182	3.11e-40	133
KEQ78486.1	tr|A0ABR0TWJ0|A0ABR0TWJ0_AURPU	46.7	272	8.60e-72	235
KEQ78489.1	tr|A0ABR0T9V9|A0ABR0T9V9_AURPU	42.0	369	1.63e-92	281
